Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Date,Team,Unnamed: 2,Opp,Result,GmSc,+/-
1997-98,39.0,Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Ron Anderson,,,,,,,
1998-99,40.0,Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Ron Anderson,,,,,,,
Career,,,NBA,,664,79,22.8,4.4,9.4,.471,0.2,0.6,.287,4.3,8.8,.482,.479,1.6,2.0,.814,1.3,2.2,3.5,1.4,0.7,0.1,1.1,1.5,10.6,Ron Anderson,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ron Anderson,,,,,,,
5 seasons,,PHI,NBA,,393,39,27.3,5.5,11.7,.468,0.2,0.8,.295,5.2,10.9,.481,.478,1.9,2.2,.846,1.3,2.6,3.9,1.6,0.8,0.2,1.2,1.7,13.1,Ron Anderson,,,,,,,
3 seasons,,IND,NBA,,197,28,16.7,3.2,6.5,.490,0.0,0.1,.133,3.2,6.4,.494,.491,1.4,1.8,.739,1.5,1.7,3.1,1.4,0.6,0.1,1.0,1.4,7.7,Ron Anderson,,,,,,,
2 seasons,,CLE,NBA,,53,10,13.7,2.3,5.1,.450,0.0,0.1,.333,2.3,5.0,.451,.452,1.0,1.2,.803,0.8,1.3,2.2,0.8,0.2,0.1,0.8,1.1,5.6,Ron Anderson,,,,,,,
1 season,,NJN,NBA,,11,2,16.0,1.4,3.9,.349,0.4,1.1,.333,1.0,2.8,.355,.395,0.9,1.1,.833,0.7,1.6,2.4,0.5,0.5,0.2,0.1,0.8,4.0,Ron Anderson,,,,,,,
1 season,,WSB,NBA,,10,0,18.0,2.0,4.3,.465,0.3,1.4,.214,1.7,2.9,.586,.500,0.9,1.1,.818,0.8,1.9,2.7,1.1,0.3,0.1,0.9,0.7,5.2,Ron Anderson,,,,,,,
2008-09,20.0,NJN,NBA,PF,66.0,30.0,19.9,2.4,6.2,0.393,1.0,2.9,0.365,1.4,3.3,0.417,0.478,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4,Ryan Anderson,,,,,,,
2009-10,21.0,ORL,NBA,PF,63.0,6.0,14.5,2.7,6.2,0.436,1.2,3.3,0.37,1.4,2.8,0.514,0.536,1.1,1.3,0.866,1.1,2.1,3.2,0.6,0.4,0.2,0.9,1.3,7.7,Ryan Anderson,,,,,,,
2010-11,22.0,ORL,NBA,PF,64.0,14.0,22.3,3.5,8.2,0.43,2.1,5.3,0.393,1.4,2.9,0.5,0.558,1.5,1.8,0.812,2.0,3.5,5.5,0.8,0.5,0.6,0.8,2.1,10.6,Ryan Anderson,,,,,,,
2011-12,23.0,ORL,NBA,PF,61.0,61.0,32.2,5.4,12.4,0.439,2.7,6.9,0.393,2.7,5.5,0.496,0.548,2.5,2.8,0.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,2.4,16.1,Ryan Anderson,,,,,,,
2012-13,24.0,NOH,NBA,PF,81.0,22.0,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4.0,6.4,1.2,0.5,0.4,1.2,2.2,16.2,Ryan Anderson,,,,,,,
2013-14,25.0,NOP,NBA,PF,22.0,14.0,36.1,7.0,16.1,0.438,3.0,7.5,0.409,4.0,8.6,0.463,0.532,2.7,2.8,0.952,3.0,3.5,6.5,0.8,0.5,0.3,0.9,2.1,19.8,Ryan Anderson,,,,,,,
2014-15,26.0,NOP,NBA,PF,61.0,5.0,27.5,4.8,12.0,0.399,2.0,5.9,0.34,2.8,6.1,0.457,0.483,2.1,2.5,0.854,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,Ryan Anderson,,,,,,,
2015-16,27.0,NOP,NBA,PF,66.0,7.0,30.4,6.0,14.1,0.427,2.0,5.4,0.366,4.0,8.7,0.466,0.498,3.0,3.5,0.873,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,17.0,Ryan Anderson,,,,,,,
2016-17,28.0,HOU,NBA,PF,72.0,72.0,29.4,4.5,10.7,0.418,2.8,7.0,0.403,1.7,3.7,0.446,0.55,1.8,2.1,0.86,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,Ryan Anderson,,,,,,,
2017-18,29.0,HOU,NBA,PF,66.0,50.0,26.1,3.1,7.3,0.431,2.0,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,9.3,Ryan Anderson,,,,,,,
2018-19,30.0,TOT,NBA,PF,25.0,8.0,12.9,0.8,2.8,0.304,0.4,1.6,0.225,0.5,1.2,0.414,0.37,0.5,0.6,0.75,0.7,1.4,2.2,0.8,0.2,0.0,0.6,1.0,2.5,Ryan Anderson,,,,,,,
2018-19,30.0,PHO,NBA,PF,15.0,8.0,18.5,1.3,4.0,0.317,0.5,2.3,0.206,0.8,1.7,0.462,0.375,0.7,0.9,0.786,0.9,2.1,3.0,1.1,0.2,0.1,0.8,1.5,3.7,Ryan Anderson,,,,,,,
2018-19,30.0,MIA,NBA,PF,10.0,0.0,4.4,0.2,0.9,0.222,0.2,0.6,0.333,0.0,0.3,0.0,0.333,0.1,0.2,0.5,0.4,0.5,0.9,0.2,0.1,0.0,0.2,0.2,0.7,Ryan Anderson,,,,,,,
2019-20,31.0,HOU,NBA,C,2.0,0.0,7.0,1.0,3.5,0.286,0.5,2.5,0.2,0.5,1.0,0.5,0.357,0.0,0.0,,0.0,3.5,3.5,1.0,0.5,0.0,0.5,0.5,2.5,Ryan Anderson,,,,,,,
Career,,,NBA,,649.0,289.0,25.8,4.2,10.1,0.422,2.0,5.4,0.38,2.2,4.7,0.47,0.523,1.8,2.1,0.854,1.9,3.3,5.3,0.9,0.5,0.3,0.9,1.9,12.3,Ryan Anderson,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Anderson,,,,,,,
4 seasons,,"NOH,NOP",NBA,,230.0,48.0,30.4,5.7,13.6,0.421,2.3,6.3,0.371,3.4,7.3,0.463,0.506,2.3,2.7,0.868,2.2,3.7,5.9,1.1,0.5,0.4,1.2,1.9,16.1,Ryan Anderson,,,,,,,
3 seasons,,ORL,NBA,,188.0,81.0,22.9,3.9,8.9,0.435,2.0,5.2,0.388,1.9,3.7,0.501,0.549,1.7,2.0,0.854,2.3,3.2,5.5,0.8,0.6,0.4,0.9,1.9,11.4,Ryan Anderson,,,,,,,
3 seasons,,HOU,NBA,,140.0,122.0,27.5,3.8,9.0,0.422,2.4,6.1,0.395,1.4,2.9,0.478,0.556,1.4,1.7,0.827,1.5,3.3,4.8,0.9,0.4,0.3,0.7,1.9,11.4,Ryan Anderson,,,,,,,
1 season,,NJN,NBA,,66.0,30.0,19.9,2.4,6.2,0.393,1.0,2.9,0.365,1.4,3.3,0.417,0.478,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4,Ryan Anderson,,,,,,,
1 season,,PHO,NBA,,15.0,8.0,18.5,1.3,4.0,0.317,0.5,2.3,0.206,0.8,1.7,0.462,0.375,0.7,0.9,0.786,0.9,2.1,3.0,1.1,0.2,0.1,0.8,1.5,3.7,Ryan Anderson,,,,,,,
1 season,,MIA,NBA,,10.0,0.0,4.4,0.2,0.9,0.222,0.2,0.6,0.333,0.0,0.3,0.0,0.333,0.1,0.2,0.5,0.4,0.5,0.9,0.2,0.1,0.0,0.2,0.2,0.7,Ryan Anderson,,,,,,,
1996-97,23.0,UTA,NBA,SG,65.0,0.0,16.4,2.3,4.9,0.462,0.4,0.7,0.511,1.9,4.2,0.454,0.5,1.0,1.5,0.687,0.8,2.0,2.8,0.8,0.4,0.1,1.1,1.7,5.9,Shandon Anderson,,,,,,,
1997-98,24.0,UTA,NBA,SG,82.0,2.0,19.5,3.3,6.1,0.538,0.1,0.4,0.219,3.2,5.7,0.56,0.545,1.7,2.3,0.735,1.0,1.7,2.8,1.1,0.8,0.2,1.1,1.8,8.3,Shandon Anderson,,,,,,,
1998-99,25.0,UTA,NBA,SG,50.0,2.0,21.4,3.2,7.3,0.446,0.3,0.8,0.341,3.0,6.4,0.46,0.466,1.8,2.5,0.712,1.0,1.7,2.6,1.1,0.8,0.2,1.3,1.8,8.5,Shandon Anderson,,,,,,,
1999-00,26.0,HOU,NBA,SF,82.0,82.0,32.9,4.5,9.5,0.473,1.0,2.7,0.351,3.5,6.7,0.523,0.524,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2,12.3,Shandon Anderson,,,,,,,
2000-01,27.0,HOU,NBA,SG,82.0,82.0,29.2,3.2,7.2,0.446,0.6,2.1,0.271,2.6,5.1,0.517,0.485,1.7,2.3,0.734,0.9,3.2,4.1,2.3,1.0,0.5,1.6,2.5,8.7,Shandon Anderson,,,,,,,
2001-02,28.0,NYK,NBA,SG,82.0,6.0,19.5,1.8,4.5,0.399,0.5,1.7,0.277,1.3,2.8,0.474,0.452,0.9,1.3,0.692,0.7,2.3,3.0,0.9,0.6,0.2,1.2,1.6,5.0,Shandon Anderson,,,,,,,
2002-03,29.0,NYK,NBA,SF,82.0,9.0,21.1,3.0,6.5,0.462,0.6,1.7,0.371,2.4,4.8,0.494,0.51,1.7,2.3,0.732,0.8,2.3,3.1,1.1,0.9,0.2,1.4,2.2,8.4,Shandon Anderson,,,,,,,
2003-04,30.0,NYK,NBA,SG,80.0,37.0,24.7,3.0,7.1,0.422,0.5,1.6,0.281,2.5,5.5,0.463,0.454,1.5,2.0,0.764,0.7,2.1,2.8,1.5,0.9,0.2,1.5,2.3,7.9,Shandon Anderson,,,,,,,
2004-05,31.0,TOT,NBA,"SF,SG",66.0,5.0,17.7,1.5,3.3,0.452,0.1,0.4,0.172,1.4,2.8,0.495,0.463,0.8,1.0,0.818,0.6,2.3,2.9,1.1,0.6,0.2,0.8,2.1,3.9,Shandon Anderson,,,,,,,
2004-05,31.0,NYK,NBA,SG,1.0,0.0,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,Shandon Anderson,,,,,,,
2004-05,31.0,MIA,NBA,SF,65.0,5.0,17.7,1.5,3.3,0.456,0.1,0.4,0.179,1.4,2.9,0.497,0.467,0.8,1.0,0.818,0.6,2.3,2.9,1.1,0.6,0.2,0.8,2.1,3.9,Shandon Anderson,,,,,,,
2005-06,32.0,MIA,NBA,SF,48.0,1.0,13.3,1.1,2.6,0.429,0.1,0.4,0.263,1.0,2.2,0.458,0.448,0.3,0.4,0.722,0.4,1.3,1.7,0.6,0.4,0.1,0.5,1.6,2.6,Shandon Anderson,,,,,,,
Career,,,NBA,,719.0,226.0,22.2,2.8,6.1,0.457,0.4,1.4,0.316,2.3,4.7,0.498,0.492,1.4,1.9,0.739,0.8,2.3,3.1,1.4,0.8,0.3,1.3,2.0,7.4,Shandon Anderson,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shandon Anderson,,,,,,,
4 seasons,,NYK,NBA,,245.0,52.0,21.7,2.6,6.0,0.43,0.5,1.7,0.31,2.1,4.4,0.477,0.473,1.4,1.9,0.734,0.7,2.2,3.0,1.2,0.8,0.2,1.3,2.0,7.1,Shandon Anderson,,,,,,,
3 seasons,,UTA,NBA,,197.0,4.0,19.0,2.9,6.0,0.489,0.2,0.6,0.375,2.7,5.4,0.502,0.508,1.5,2.1,0.716,0.9,1.8,2.7,1.0,0.7,0.2,1.2,1.8,7.6,Shandon Anderson,,,,,,,
2 seasons,,HOU,NBA,,164.0,164.0,31.1,3.8,8.3,0.461,0.8,2.4,0.316,3.1,5.9,0.52,0.507,2.0,2.7,0.753,1.0,3.4,4.4,2.6,1.1,0.4,2.0,2.3,10.5,Shandon Anderson,,,,,,,
2 seasons,,MIA,NBA,,113.0,6.0,15.8,1.3,3.0,0.446,0.1,0.4,0.213,1.3,2.6,0.483,0.46,0.6,0.7,0.798,0.5,1.9,2.4,0.9,0.5,0.2,0.6,1.9,3.4,Shandon Anderson,,,,,,,
1988-89,22.0,SAS,NBA,SF,81,79,33.8,7.9,15.9,.498,0.0,0.3,.190,7.9,15.6,.503,.500,2.8,3.6,.775,1.9,3.3,5.1,4.6,1.9,0.8,3.2,3.6,18.6,Willie Anderson,,,,,,,
1989-90,23.0,SAS,NBA,SG,82,81,34.0,6.5,13.2,.492,0.1,0.3,.269,6.4,12.9,.497,.495,2.6,3.5,.748,1.4,3.1,4.5,4.4,1.4,0.7,2.4,3.1,15.7,Willie Anderson,,,,,,,
1990-91,24.0,SAS,NBA,SG,75,75,34.6,6.0,13.2,.457,0.1,0.5,.200,5.9,12.7,.467,.461,2.3,2.8,.798,0.9,3.8,4.7,4.8,1.1,0.6,2.2,3.0,14.4,Willie Anderson,,,,,,,
1991-92,25.0,SAS,NBA,SG,57,55,33.1,5.5,12.0,.455,0.2,1.0,.232,5.2,11.0,.475,.465,1.9,2.4,.775,1.1,4.2,5.3,5.3,0.9,0.9,2.5,2.6,13.1,Willie Anderson,,,,,,,
1992-93,26.0,SAS,NBA,SG,38,7,14.7,2.1,4.9,.430,0.0,0.2,.125,2.1,4.7,.444,.433,0.6,0.7,.786,0.2,1.3,1.5,2.1,0.4,0.2,1.2,1.4,4.8,Willie Anderson,,,,,,,
1993-94,27.0,SAS,NBA,SG,80,79,31.1,4.9,10.5,.471,0.3,0.9,.324,4.7,9.6,.484,.484,1.8,2.1,.848,0.9,2.2,3.0,4.3,0.9,0.6,1.9,2.3,11.9,Willie Anderson,,,,,,,
1994-95,28.0,SAS,NBA,SG,38,11,14.6,2.0,4.3,.469,0.1,0.5,.158,1.9,3.8,.510,.478,0.8,1.1,.732,0.4,1.1,1.4,1.4,0.7,0.3,1.0,1.9,4.9,Willie Anderson,,,,,,,
1995-96,29.0,TOT,NBA,SG,76,44,27.1,3.8,8.7,.436,0.4,1.6,.283,3.3,7.1,.470,.462,1.7,2.1,.810,0.6,2.6,3.2,2.6,1.0,0.8,1.9,3.0,9.8,Willie Anderson,,,,,,,
1995-96,29.0,TOR,NBA,SG,49,42,31.9,4.7,10.8,.440,0.6,1.9,.305,4.1,8.8,.470,.468,2.3,2.7,.856,0.7,3.1,3.8,3.0,1.2,1.0,2.4,3.5,12.4,Willie Anderson,,,,,,,
1995-96,29.0,NYK,NBA,SG,27,2,18.4,2.1,4.9,.421,0.2,0.9,.200,1.9,4.0,.472,.440,0.7,1.1,.613,0.5,1.7,2.2,1.8,0.6,0.3,0.9,2.2,5.0,Willie Anderson,,,,,,,
1996-97,30.0,MIA,NBA,SG,28,1,10.8,1.0,2.3,.453,0.3,0.7,.421,0.8,1.6,.467,.516,0.6,0.7,.850,0.5,1.0,1.5,1.2,0.5,0.1,0.7,1.3,3.0,Willie Anderson,,,,,,,
1997-98,31.0,Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Did Not Play (other pro league—Greece),Willie Anderson,,,,,,,
1998-99,32.0,Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Willie Anderson,,,,,,,
Career,,,NBA,,555,432,28.8,5.1,10.7,.471,0.2,0.7,.266,4.9,10.1,.485,.479,1.9,2.4,.786,1.0,2.8,3.8,3.8,1.1,0.6,2.1,2.7,12.2,Willie Anderson,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willie Anderson,,,,,,,
7 seasons,,SAS,NBA,,451,387,30.2,5.5,11.6,.476,0.1,0.5,.245,5.4,11.1,.486,.481,2.0,2.6,.782,1.1,2.9,4.0,4.2,1.1,0.6,2.2,2.7,13.2,Willie Anderson,,,,,,,
1 season,,TOR,NBA,,49,42,31.9,4.7,10.8,.440,0.6,1.9,.305,4.1,8.8,.470,.468,2.3,2.7,.856,0.7,3.1,3.8,3.0,1.2,1.0,2.4,3.5,12.4,Willie Anderson,,,,,,,
1 season,,MIA,NBA,,28,1,10.8,1.0,2.3,.453,0.3,0.7,.421,0.8,1.6,.467,.516,0.6,0.7,.850,0.5,1.0,1.5,1.2,0.5,0.1,0.7,1.3,3.0,Willie Anderson,,,,,,,
1 season,,NYK,NBA,,27,2,18.4,2.1,4.9,.421,0.2,0.9,.200,1.9,4.0,.472,.440,0.7,1.1,.613,0.5,1.7,2.2,1.8,0.6,0.3,0.9,2.2,5.0,Willie Anderson,,,,,,,
1969-70,24.0,CIN,NBA,SF,44,,8.4,1.5,3.8,0.392,,,,,,,,0.7,1.0,0.63,,,1.9,0.2,,,,1.1,3.6,Wally Anderzunas,,,,,,,
Career,,,NBA,,44,,8.4,1.5,3.8,0.392,,,,,,,,0.7,1.0,0.63,,,1.9,0.2,,,,1.1,3.6,Wally Anderzunas,,,,,,,
2005-06,19.0,CLE,NBA,C,6,0,1.5,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0,Martynas Andriuškevičius,,,,,,,
Career,,,NBA,,6,0,1.5,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0,Martynas Andriuškevičius,,,,,,,
1954-55,24.0,NYK,NBA,,1,,10.0,0.0,4.0,0.0,,,,,,,,3.0,4.0,0.75,,,2.0,0.0,,,,0.0,3.0,Don Anielak,,,,,,,
Career,,,NBA,,1,,10.0,0.0,4.0,0.0,,,,,,,,3.0,4.0,0.75,,,2.0,0.0,,,,0.0,3.0,Don Anielak,,,,,,,
2017-18,19.0,IND,NBA,C,11,0,2.7,0.4,0.8,0.444,0.0,0.0,,0.4,0.8,0.444,0.444,0.5,0.5,0.833,0.5,0.4,0.8,0.0,0.1,0.3,0.2,0.1,1.2,Ike Anigbogu,,,,,,,
2018-19,20.0,IND,NBA,C,3,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.3,0.3,0.0,0.0,Ike Anigbogu,,,,,,,
Career,,,NBA,,14,0,2.6,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.333,0.4,0.4,0.833,0.4,0.4,0.9,0.1,0.1,0.3,0.2,0.1,0.9,Ike Anigbogu,,,,,,,
1989-90,22.0,ORL,NBA,SF,72.0,5.0,17.0,3.2,6.5,0.497,0.0,0.0,,3.2,6.5,0.497,0.497,2.3,3.2,0.722,2.6,2.4,5.0,0.6,0.3,0.2,0.7,2.1,8.7,Michael Ansley,,,,,,,
1990-91,23.0,ORL,NBA,SF,67.0,1.0,13.1,2.1,3.9,0.548,0.0,0.0,,2.1,3.9,0.548,0.548,1.4,1.9,0.717,1.8,2.0,3.8,0.4,0.4,0.1,0.5,1.9,5.7,Michael Ansley,,,,,,,
1991-92,24.0,TOT,NBA,SF,10.0,0.0,4.5,0.8,1.8,0.444,0.0,0.0,,0.8,1.8,0.444,0.444,0.5,0.6,0.833,0.2,0.4,0.6,0.2,0.0,0.0,0.3,0.7,2.1,Michael Ansley,,,,,,,
1991-92,24.0,PHI,NBA,SF,8.0,0.0,4.0,0.6,1.4,0.455,0.0,0.0,,0.6,1.4,0.455,0.455,0.6,0.8,0.833,0.3,0.3,0.5,0.3,0.0,0.0,0.4,0.8,1.9,Michael Ansley,,,,,,,
1991-92,24.0,CHH,NBA,SF,2.0,0.0,6.5,1.5,3.5,0.429,0.0,0.0,,1.5,3.5,0.429,0.429,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,3.0,Michael Ansley,,,,,,,
Career,,,NBA,,149.0,6.0,14.4,2.6,5.0,0.513,0.0,0.0,,2.6,5.0,0.513,0.513,1.7,2.4,0.722,2.1,2.1,4.2,0.4,0.3,0.2,0.6,1.9,6.9,Michael Ansley,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Ansley,,,,,,,
2 seasons,,ORL,NBA,,139.0,6.0,15.1,2.7,5.2,0.515,0.0,0.0,,2.7,5.2,0.515,0.515,1.8,2.5,0.72,2.2,2.2,4.4,0.5,0.4,0.2,0.6,2.0,7.2,Michael Ansley,,,,,,,
1 season,,PHI,NBA,,8.0,0.0,4.0,0.6,1.4,0.455,0.0,0.0,,0.6,1.4,0.455,0.455,0.6,0.8,0.833,0.3,0.3,0.5,0.3,0.0,0.0,0.4,0.8,1.9,Michael Ansley,,,,,,,
1 season,,CHH,NBA,,2.0,0.0,6.5,1.5,3.5,0.429,0.0,0.0,,1.5,3.5,0.429,0.429,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,3.0,Michael Ansley,,,,,,,
1997-98,23.0,DAL,NBA,C,41.0,8.0,16.6,2.2,5.6,0.398,0.1,0.4,0.188,2.2,5.2,0.414,0.405,1.3,1.8,0.716,1.3,2.5,3.8,0.9,0.8,0.7,1.0,2.3,5.9,Chris Anstey,,,,,,,
1998-99,24.0,DAL,NBA,C,41.0,4.0,11.5,1.2,3.4,0.36,0.0,0.2,0.0,1.2,3.2,0.379,0.36,0.8,1.2,0.708,0.9,1.5,2.4,0.7,0.4,0.3,0.6,2.4,3.3,Chris Anstey,,,,,,,
1999-00,25.0,CHI,NBA,C,73.0,11.0,13.8,2.2,5.0,0.442,0.0,0.1,0.167,2.2,4.9,0.447,0.444,1.6,2.0,0.789,1.2,2.6,3.8,0.9,0.4,0.3,1.1,2.5,6.0,Chris Anstey,,,,,,,
Career,,,NBA,,155.0,23.0,13.9,2.0,4.7,0.413,0.0,0.2,0.138,1.9,4.5,0.424,0.416,1.3,1.7,0.755,1.1,2.3,3.4,0.8,0.5,0.4,0.9,2.4,5.2,Chris Anstey,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Anstey,,,,,,,
2 seasons,,DAL,NBA,,82.0,12.0,14.0,1.7,4.5,0.384,0.0,0.3,0.13,1.7,4.2,0.401,0.388,1.1,1.5,0.713,1.1,2.0,3.1,0.8,0.6,0.5,0.8,2.4,4.6,Chris Anstey,,,,,,,
1 season,,CHI,NBA,,73.0,11.0,13.8,2.2,5.0,0.442,0.0,0.1,0.167,2.2,4.9,0.447,0.444,1.6,2.0,0.789,1.2,2.6,3.8,0.9,0.4,0.3,1.1,2.5,6.0,Chris Anstey,,,,,,,
,,,,,,*,37,11,19,0.579,1,1,1.0,,,,,6,11,0.545,2,10,12,4,1,1,2,4,29,Giannis Antetokounmpo,2024-01-29,MIL,@,DEN,L 107-113,23.4,-3.0
,,,,,,*,29,11,16,0.688,1,1,1.0,,,,,7,11,0.636,1,11,12,4,2,0,1,3,30,Giannis Antetokounmpo,2024-01-27,MIL,,NOP,W 141-117,28.2,23.0
,,,,,,*,36,9,13,0.692,0,0,,,,,,4,9,0.444,2,9,11,9,1,1,6,5,22,Giannis Antetokounmpo,2024-01-26,MIL,,CLE,L 100-112,18.6,8.0
,,,,,,*,35,16,24,0.667,1,1,1.0,,,,,2,3,0.667,2,16,18,10,0,2,2,3,35,Giannis Antetokounmpo,2024-01-24,MIL,,CLE,W 126-116,35.6,11.0
,,,,,,*,36,11,25,0.44,1,5,0.2,,,,,8,12,0.667,3,14,17,10,3,2,2,3,31,Giannis Antetokounmpo,2024-01-22,MIL,@,DET,W 122-113,30.8,12.0
2018-19,21.0,DAL,NBA,PF,2.0,0.0,5.5,0.0,1.5,0.0,0.0,0.0,,0.0,1.5,0.0,0.0,1.0,2.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,1.0,Kostas Antetokounmpo,,,,,,,
2019-20,22.0,LAL,NBA,PF,5.0,0.0,4.0,0.6,0.6,1.0,0.0,0.0,,0.6,0.6,1.0,1.0,0.2,0.4,0.5,0.4,0.2,0.6,0.4,0.0,0.0,0.2,0.4,1.4,Kostas Antetokounmpo,,,,,,,
2020-21,23.0,LAL,NBA,PF,15.0,0.0,3.7,0.2,0.7,0.3,0.0,0.0,,0.2,0.7,0.3,0.3,0.4,0.9,0.462,0.3,1.0,1.3,0.1,0.1,0.3,0.7,0.5,0.8,Kostas Antetokounmpo,,,,,,,
Career,,,NBA,,22.0,0.0,4.0,0.3,0.7,0.375,0.0,0.0,,0.3,0.7,0.375,0.375,0.4,0.9,0.474,0.3,0.8,1.0,0.1,0.2,0.2,0.6,0.5,1.0,Kostas Antetokounmpo,,,,,,,
